evaluations raw_y
28969 11.4000000000
71882 11.8000000000
100000 4.6000000000
evaluations raw_y
1 7.6000000000
6 8.2000000000
11 9.2000000000
39 9.4000000000
158 10.6000000000
3758 10.8000000000
4760 11.0000000000
5587 11.4000000000
100000 6.8000000000
evaluations raw_y
1 7.2000000000
2 7.8000000000
19 8.4000000000
34 9.2000000000
175 9.4000000000
318 9.8000000000
983 10.2000000000
3419 10.4000000000
7534 11.0000000000
11660 11.2000000000
16101 11.8000000000
100000 7.2000000000
evaluations raw_y
1 5.4000000000
3 7.0000000000
5 8.6000000000
13 9.0000000000
47 9.2000000000
166 9.8000000000
235 10.0000000000
2310 10.6000000000
4383 10.8000000000
17798 11.4000000000
46600 11.6000000000
100000 7.6000000000
evaluations raw_y
1 8.4000000000
20 9.4000000000
66 10.0000000000
168 10.2000000000
620 10.4000000000
2273 10.6000000000
7918 11.2000000000
25457 11.4000000000
82898 11.6000000000
100000 6.6000000000
evaluations raw_y
1 7.8000000000
13 9.4000000000
350 9.6000000000
833 9.8000000000
1377 10.0000000000
1887 10.4000000000
2720 10.6000000000
3538 11.2000000000
11732 11.4000000000
100000 7.6000000000
evaluations raw_y
1 9.8000000000
432 10.0000000000
1270 10.2000000000
2948 10.6000000000
3535 11.2000000000
15905 11.4000000000
47543 11.8000000000
100000 7.6000000000
evaluations raw_y
1 7.0000000000
6 9.2000000000
140 9.4000000000
170 9.6000000000
404 10.2000000000
1072 11.6000000000
100000 5.8000000000
evaluations raw_y
1 7.0000000000
9 7.4000000000
14 9.2000000000
461 9.6000000000
816 10.0000000000
827 10.4000000000
1064 10.6000000000
2815 10.8000000000
11713 11.2000000000
46024 11.4000000000
100000 6.8000000000
evaluations raw_y
1 6.0000000000
2 7.8000000000
5 8.8000000000
34 9.0000000000
68 9.4000000000
445 10.6000000000
8368 10.8000000000
11704 11.0000000000
13862 11.2000000000
23068 11.8000000000
94025 12.0000000000
100000 5.4000000000
evaluations raw_y
1 7.0000000000
2 8.6000000000
42 8.8000000000
52 9.2000000000
69 9.4000000000
84 10.0000000000
589 10.2000000000
2548 10.6000000000
8904 10.8000000000
14755 11.2000000000
55872 11.4000000000
100000 6.2000000000
evaluations raw_y
1 8.8000000000
26 9.2000000000
332 9.6000000000
656 10.2000000000
2054 10.4000000000
4103 10.8000000000
10344 11.0000000000
11522 11.8000000000
100000 7.6000000000
evaluations raw_y
1 7.4000000000
12 7.8000000000
29 8.4000000000
31 8.6000000000
69 9.4000000000
132 9.6000000000
412 10.6000000000
2657 11.0000000000
31507 11.2000000000
38662 11.4000000000
70123 11.6000000000
100000 7.2000000000
evaluations raw_y
1 5.0000000000
2 7.2000000000
18 7.8000000000
36 8.6000000000
59 9.2000000000
197 9.4000000000
307 9.6000000000
465 9.8000000000
2374 10.0000000000
3204 10.2000000000
7483 10.4000000000
8601 10.8000000000
18298 11.6000000000
27264 12.2000000000
100000 7.6000000000
evaluations raw_y
1 7.6000000000
7 9.2000000000
101 10.0000000000
214 10.2000000000
804 10.4000000000
3033 10.6000000000
4091 11.2000000000
12071 11.4000000000
12315 11.6000000000
100000 6.0000000000
evaluations raw_y
1 7.0000000000
7 8.6000000000
31 9.0000000000
63 9.2000000000
139 9.6000000000
976 11.0000000000
1293 11.2000000000
13723 11.4000000000
100000 7.8000000000
evaluations raw_y
1 6.0000000000
3 6.8000000000
5 7.6000000000
14 8.0000000000
29 8.2000000000
40 9.0000000000
61 9.4000000000
94 10.2000000000
2512 10.6000000000
2775 10.8000000000
8593 11.0000000000
19833 11.2000000000
27110 11.6000000000
100000 5.6000000000
evaluations raw_y
1 8.2000000000
13 8.4000000000
41 8.6000000000
57 8.8000000000
65 9.4000000000
87 9.8000000000
103 10.2000000000
331 10.8000000000
570 11.0000000000
11001 11.2000000000
11041 11.4000000000
70713 11.8000000000
100000 5.2000000000
evaluations raw_y
1 5.4000000000
3 6.8000000000
5 7.0000000000
6 7.4000000000
12 8.6000000000
31 9.2000000000
35 10.6000000000
6790 10.8000000000
20048 11.0000000000
22020 11.6000000000
100000 6.8000000000
evaluations raw_y
1 7.0000000000
2 7.8000000000
8 9.2000000000
141 9.6000000000
287 9.8000000000
404 10.8000000000
15847 12.4000000000
100000 6.4000000000
evaluations raw_y
1 7.6000000000
2 8.2000000000
16 8.4000000000
23 9.2000000000
84 10.0000000000
213 10.2000000000
3375 10.4000000000
3617 10.8000000000
6033 11.0000000000
15034 11.4000000000
94285 11.6000000000
100000 5.2000000000
evaluations raw_y
1 6.6000000000
3 7.0000000000
6 8.2000000000
8 8.8000000000
41 9.4000000000
73 10.6000000000
1884 10.8000000000
14096 11.4000000000
25954 11.6000000000
26956 12.0000000000
100000 5.8000000000
evaluations raw_y
1 7.4000000000
7 7.8000000000
9 8.8000000000
10 9.0000000000
26 9.8000000000
612 10.2000000000
1231 11.2000000000
1622 11.4000000000
20336 11.6000000000
100000 6.0000000000
evaluations raw_y
1 6.8000000000
6 8.4000000000
24 9.2000000000
164 9.6000000000
239 10.2000000000
4427 10.4000000000
8474 10.6000000000
14898 10.8000000000
15915 11.0000000000
29961 11.6000000000
100000 7.0000000000
evaluations raw_y
1 8.6000000000
37 9.6000000000
125 9.8000000000
419 10.2000000000
2152 10.4000000000
3159 11.0000000000
22071 11.2000000000
75362 11.8000000000
100000 7.0000000000
evaluations raw_y
1 6.8000000000
3 8.8000000000
34 9.6000000000
393 9.8000000000
508 10.0000000000
619 10.4000000000
7011 10.8000000000
9585 11.2000000000
34420 11.4000000000
67180 11.6000000000
100000 7.4000000000
evaluations raw_y
1 5.8000000000
3 7.8000000000
13 8.4000000000
28 8.8000000000
103 9.2000000000
122 9.4000000000
123 9.6000000000
146 10.6000000000
632 11.2000000000
62120 11.6000000000
100000 6.8000000000
evaluations raw_y
1 6.8000000000
4 7.2000000000
15 8.0000000000
27 9.0000000000
39 9.4000000000
70 9.8000000000
234 10.4000000000
1652 10.6000000000
4947 11.2000000000
11367 11.4000000000
37692 11.8000000000
100000 5.4000000000
evaluations raw_y
1 6.4000000000
3 7.8000000000
33 8.0000000000
65 8.2000000000
71 9.2000000000
272 9.4000000000
290 10.4000000000
1186 10.6000000000
1459 11.2000000000
17389 12.2000000000
100000 6.6000000000
evaluations raw_y
1 8.0000000000
4 9.0000000000
42 9.8000000000
290 10.0000000000
423 10.2000000000
1953 10.4000000000
4232 11.2000000000
52550 11.6000000000
100000 5.8000000000
evaluations raw_y
1 7.4000000000
9 8.4000000000
39 8.6000000000
41 9.0000000000
108 9.4000000000
114 9.6000000000
225 10.0000000000
408 10.2000000000
420 10.4000000000
2257 10.8000000000
2431 11.0000000000
5896 11.4000000000
88812 11.6000000000
100000 6.8000000000
evaluations raw_y
1 6.6000000000
6 7.2000000000
7 7.4000000000
17 7.8000000000
28 8.4000000000
31 8.6000000000
49 9.8000000000
228 10.4000000000
731 10.8000000000
4104 12.2000000000
100000 7.6000000000
evaluations raw_y
1 7.6000000000
13 9.0000000000
130 9.4000000000
181 9.8000000000
211 10.0000000000
347 11.0000000000
7484 11.2000000000
100000 8.4000000000
evaluations raw_y
1 5.0000000000
2 8.0000000000
7 8.2000000000
10 8.6000000000
75 8.8000000000
154 9.6000000000
287 9.8000000000
792 10.2000000000
2745 10.6000000000
4556 11.2000000000
18038 12.0000000000
100000 7.0000000000
evaluations raw_y
1 7.2000000000
8 7.4000000000
15 7.8000000000
17 8.2000000000
29 9.0000000000
80 10.6000000000
3762 10.8000000000
10060 11.0000000000
36578 11.2000000000
49112 11.4000000000
100000 6.6000000000
evaluations raw_y
1 9.4000000000
17 10.4000000000
7474 10.6000000000
11480 11.6000000000
48515 12.0000000000
100000 6.2000000000
evaluations raw_y
1 6.4000000000
3 7.0000000000
6 8.8000000000
12 11.2000000000
80884 11.8000000000
100000 5.4000000000
evaluations raw_y
1 8.2000000000
12 8.6000000000
16 9.0000000000
20 9.2000000000
99 9.8000000000
550 10.2000000000
1724 10.6000000000
13105 11.2000000000
35442 11.6000000000
38796 12.2000000000
100000 9.8000000000
evaluations raw_y
1 8.4000000000
8 8.8000000000
55 10.6000000000
1766 11.0000000000
8084 11.6000000000
51375 11.8000000000
100000 6.6000000000
evaluations raw_y
1 6.6000000000
5 7.0000000000
8 9.0000000000
36 10.2000000000
1207 11.4000000000
100000 6.0000000000
evaluations raw_y
1 7.0000000000
2 8.4000000000
21 8.6000000000
27 9.0000000000
115 9.2000000000
123 9.6000000000
451 9.8000000000
1763 10.0000000000
2014 10.2000000000
2039 10.4000000000
2904 11.0000000000
5588 11.2000000000
42245 12.0000000000
100000 6.4000000000
evaluations raw_y
1 6.2000000000
2 6.6000000000
3 8.0000000000
13 8.2000000000
50 8.6000000000
64 9.2000000000
122 9.4000000000
126 10.0000000000
401 10.2000000000
1927 10.6000000000
3242 10.8000000000
3797 11.2000000000
29213 12.4000000000
100000 8.8000000000
evaluations raw_y
1 6.0000000000
4 7.6000000000
9 8.0000000000
16 8.4000000000
34 8.6000000000
50 9.2000000000
253 10.0000000000
338 10.2000000000
2422 10.8000000000
5014 11.2000000000
60407 11.6000000000
100000 6.6000000000
evaluations raw_y
1 6.6000000000
2 7.4000000000
5 9.0000000000
52 9.4000000000
115 10.4000000000
1713 11.2000000000
19776 11.6000000000
58490 11.8000000000
100000 6.8000000000
evaluations raw_y
1 8.0000000000
13 8.4000000000
36 8.6000000000
48 9.0000000000
99 9.2000000000
119 9.4000000000
137 11.2000000000
28559 11.4000000000
100000 6.0000000000
evaluations raw_y
1 7.6000000000
12 8.4000000000
24 8.6000000000
72 8.8000000000
135 9.2000000000
248 9.4000000000
501 9.6000000000
879 10.2000000000
4309 11.2000000000
8916 12.0000000000
100000 6.4000000000
evaluations raw_y
1 7.4000000000
6 9.4000000000
60 9.8000000000
368 10.0000000000
2297 10.4000000000
3654 11.2000000000
59934 11.6000000000
100000 6.4000000000
evaluations raw_y
1 6.8000000000
4 8.6000000000
27 8.8000000000
45 9.4000000000
119 10.6000000000
1823 10.8000000000
5046 11.2000000000
94296 11.6000000000
100000 7.6000000000
evaluations raw_y
1 6.4000000000
2 6.8000000000
4 7.6000000000
8 7.8000000000
24 8.2000000000
25 8.6000000000
27 9.2000000000
103 9.8000000000
131 10.4000000000
5297 11.6000000000
100000 6.4000000000
evaluations raw_y
1 6.4000000000
2 8.0000000000
17 8.4000000000
30 8.8000000000
59 10.0000000000
703 10.2000000000
911 10.6000000000
4155 10.8000000000
7304 11.0000000000
10871 11.2000000000
36678 11.4000000000
53110 11.6000000000
67806 11.8000000000
93836 12.0000000000
100000 7.8000000000
evaluations raw_y
1 7.0000000000
12 8.2000000000
20 8.6000000000
99 9.0000000000
171 9.6000000000
217 9.8000000000
229 10.0000000000
924 10.4000000000
2758 10.6000000000
4595 11.0000000000
7761 11.2000000000
9952 11.4000000000
23837 11.6000000000
27047 12.0000000000
100000 6.4000000000
evaluations raw_y
1 7.2000000000
6 8.6000000000
35 9.2000000000
80 9.4000000000
180 10.2000000000
5352 11.0000000000
61059 11.4000000000
100000 7.2000000000
evaluations raw_y
1 5.6000000000
2 6.0000000000
3 6.2000000000
4 7.4000000000
23 7.6000000000
31 8.8000000000
32 9.2000000000
188 9.6000000000
970 9.8000000000
2538 10.4000000000
3677 11.0000000000
4385 11.4000000000
32773 12.4000000000
100000 8.8000000000
evaluations raw_y
1 10.2000000000
3977 10.6000000000
7297 11.0000000000
16693 12.0000000000
100000 5.4000000000
evaluations raw_y
1 6.2000000000
3 6.8000000000
8 7.2000000000
15 9.4000000000
257 9.6000000000
1056 9.8000000000
1621 10.0000000000
1735 10.2000000000
4014 10.4000000000
5217 11.0000000000
14138 11.2000000000
24656 12.0000000000
100000 8.2000000000
evaluations raw_y
1 7.8000000000
5 8.6000000000
12 9.2000000000
67 10.0000000000
246 10.4000000000
674 10.8000000000
9469 11.0000000000
11868 11.2000000000
15827 11.4000000000
24354 11.6000000000
100000 6.0000000000
evaluations raw_y
1 7.0000000000
2 7.2000000000
3 8.8000000000
34 9.0000000000
49 9.4000000000
317 9.6000000000
657 10.8000000000
10699 11.0000000000
38517 11.4000000000
70629 11.6000000000
94226 12.0000000000
100000 5.0000000000
evaluations raw_y
1 6.6000000000
2 7.2000000000
4 8.6000000000
11 10.0000000000
252 10.2000000000
1203 10.6000000000
2773 10.8000000000
50792 11.6000000000
91703 11.8000000000
100000 7.4000000000
evaluations raw_y
1 5.6000000000
2 8.0000000000
3 9.4000000000
67 9.6000000000
123 10.0000000000
450 10.2000000000
1990 10.4000000000
5561 11.2000000000
50728 11.6000000000
100000 5.2000000000
evaluations raw_y
1 8.4000000000
2 9.4000000000
169 9.6000000000
379 10.4000000000
1146 10.8000000000
1362 11.6000000000
100000 6.2000000000
evaluations raw_y
1 8.2000000000
19 8.4000000000
35 8.6000000000
58 9.4000000000
98 10.0000000000
1568 10.4000000000
3931 10.8000000000
15881 11.0000000000
20509 11.2000000000
100000 5.8000000000
evaluations raw_y
1 6.8000000000
2 7.6000000000
5 8.2000000000
7 8.4000000000
89 9.0000000000
97 9.6000000000
189 9.8000000000
737 10.0000000000
1398 10.2000000000
2639 10.8000000000
5146 12.8000000000
100000 6.4000000000
evaluations raw_y
1 3.2000000000
2 4.8000000000
3 5.8000000000
4 6.6000000000
5 8.6000000000
16 9.0000000000
26 9.6000000000
35 9.8000000000
38 10.8000000000
2548 11.6000000000
31030 12.2000000000
100000 6.0000000000
