evaluations raw_y
669 26.0000000000
777 28.0000000000
954 29.0000000000
1071 30.0000000000
1099 34.0000000000
1154 35.0000000000
1209 36.0000000000
1907 38.0000000000
1987 40.0000000000
2039 41.0000000000
2118 42.0000000000
2127 44.0000000000
2164 47.0000000000
2671 48.0000000000
2812 49.0000000000
2835 51.0000000000
3189 58.0000000000
3262 61.0000000000
3268 62.0000000000
3293 63.0000000000
3314 65.0000000000
3459 66.0000000000
3524 67.0000000000
3677 68.0000000000
3686 75.0000000000
3766 76.0000000000
3926 78.0000000000
4113 79.0000000000
4187 80.0000000000
4540 81.0000000000
4587 82.0000000000
4604 83.0000000000
4805 84.0000000000
4892 85.0000000000
4949 86.0000000000
5078 87.0000000000
5193 89.0000000000
5235 93.0000000000
5299 94.0000000000
5351 97.0000000000
5613 98.0000000000
5691 100.0000000000
evaluations raw_y
1 3.0000000000
19 4.0000000000
89 5.0000000000
149 7.0000000000
158 10.0000000000
171 12.0000000000
196 13.0000000000
280 16.0000000000
313 17.0000000000
467 18.0000000000
593 19.0000000000
904 22.0000000000
934 24.0000000000
951 25.0000000000
975 27.0000000000
993 28.0000000000
1002 30.0000000000
1098 32.0000000000
1226 33.0000000000
1308 34.0000000000
1478 35.0000000000
1490 36.0000000000
1605 37.0000000000
1717 40.0000000000
1945 44.0000000000
1991 45.0000000000
2045 46.0000000000
2137 48.0000000000
2437 50.0000000000
2523 51.0000000000
2709 55.0000000000
2803 56.0000000000
2914 58.0000000000
3073 59.0000000000
3185 61.0000000000
3217 62.0000000000
3385 63.0000000000
3605 64.0000000000
3707 67.0000000000
3752 68.0000000000
3845 70.0000000000
3875 71.0000000000
4062 72.0000000000
4187 73.0000000000
4341 74.0000000000
4464 78.0000000000
4742 79.0000000000
4809 80.0000000000
5011 83.0000000000
5152 84.0000000000
5355 89.0000000000
5464 91.0000000000
5478 92.0000000000
5643 95.0000000000
5712 96.0000000000
5774 98.0000000000
5807 99.0000000000
5812 100.0000000000
evaluations raw_y
1 1.0000000000
92 6.0000000000
257 7.0000000000
415 9.0000000000
501 11.0000000000
549 12.0000000000
720 17.0000000000
725 18.0000000000
788 20.0000000000
796 23.0000000000
803 25.0000000000
1071 29.0000000000
1118 30.0000000000
1193 32.0000000000
1524 34.0000000000
1694 35.0000000000
1738 36.0000000000
1743 37.0000000000
1753 38.0000000000
1872 39.0000000000
1994 41.0000000000
2007 43.0000000000
2021 44.0000000000
2057 45.0000000000
2218 47.0000000000
2234 48.0000000000
2376 50.0000000000
2574 55.0000000000
2649 58.0000000000
2829 59.0000000000
2986 60.0000000000
3129 61.0000000000
3159 62.0000000000
3246 64.0000000000
3369 65.0000000000
3609 69.0000000000
3634 71.0000000000
3721 73.0000000000
3814 77.0000000000
3922 78.0000000000
4271 79.0000000000
4320 81.0000000000
4400 84.0000000000
4494 86.0000000000
4497 89.0000000000
4525 90.0000000000
4533 91.0000000000
4600 92.0000000000
4658 94.0000000000
4680 96.0000000000
4856 97.0000000000
4879 98.0000000000
5054 100.0000000000
evaluations raw_y
1 1.0000000000
5 2.0000000000
300 3.0000000000
495 4.0000000000
684 5.0000000000
690 7.0000000000
717 9.0000000000
907 10.0000000000
962 12.0000000000
1056 14.0000000000
1109 16.0000000000
1142 18.0000000000
1354 19.0000000000
1452 20.0000000000
1761 23.0000000000
1802 24.0000000000
1939 28.0000000000
1966 29.0000000000
2042 30.0000000000
2157 33.0000000000
2198 35.0000000000
2283 36.0000000000
2314 40.0000000000
2368 41.0000000000
2466 43.0000000000
2677 45.0000000000
2861 47.0000000000
2878 48.0000000000
2981 49.0000000000
2986 51.0000000000
2992 52.0000000000
3021 53.0000000000
3028 54.0000000000
3097 58.0000000000
3123 60.0000000000
3284 61.0000000000
3372 63.0000000000
3467 64.0000000000
3507 65.0000000000
3651 67.0000000000
3856 69.0000000000
3967 70.0000000000
3973 73.0000000000
4001 74.0000000000
4101 75.0000000000
4133 76.0000000000
4247 77.0000000000
4612 79.0000000000
4688 80.0000000000
4933 81.0000000000
5005 87.0000000000
5074 88.0000000000
5103 89.0000000000
5215 92.0000000000
5330 95.0000000000
5391 96.0000000000
5479 100.0000000000
evaluations raw_y
1 0.0000000000
79 3.0000000000
126 7.0000000000
173 8.0000000000
207 12.0000000000
230 13.0000000000
237 14.0000000000
368 15.0000000000
372 16.0000000000
472 17.0000000000
503 19.0000000000
723 20.0000000000
821 22.0000000000
970 25.0000000000
1076 26.0000000000
1101 27.0000000000
1110 30.0000000000
1235 31.0000000000
1283 33.0000000000
1408 34.0000000000
1556 39.0000000000
1613 41.0000000000
1755 42.0000000000
1772 44.0000000000
1779 45.0000000000
2057 47.0000000000
2098 48.0000000000
2131 49.0000000000
2338 50.0000000000
2385 56.0000000000
2488 59.0000000000
2602 60.0000000000
2674 61.0000000000
2718 62.0000000000
2833 63.0000000000
2859 64.0000000000
3200 65.0000000000
3228 67.0000000000
3292 68.0000000000
3318 69.0000000000
3461 71.0000000000
3532 72.0000000000
3626 76.0000000000
3733 81.0000000000
3904 82.0000000000
3942 83.0000000000
4139 84.0000000000
4186 85.0000000000
4205 86.0000000000
4410 87.0000000000
4417 90.0000000000
4465 91.0000000000
4597 93.0000000000
4601 97.0000000000
4861 99.0000000000
4962 100.0000000000
evaluations raw_y
1 2.0000000000
29 3.0000000000
54 9.0000000000
151 11.0000000000
187 15.0000000000
411 17.0000000000
424 18.0000000000
433 22.0000000000
657 25.0000000000
1223 29.0000000000
1258 30.0000000000
1264 31.0000000000
1275 32.0000000000
1283 33.0000000000
1423 39.0000000000
1473 43.0000000000
1496 45.0000000000
1525 46.0000000000
1537 47.0000000000
1645 48.0000000000
1652 53.0000000000
1685 55.0000000000
1820 64.0000000000
1887 66.0000000000
1911 67.0000000000
1925 72.0000000000
1955 75.0000000000
2032 76.0000000000
2047 78.0000000000
2252 80.0000000000
2303 82.0000000000
2343 84.0000000000
2427 85.0000000000
2556 87.0000000000
2679 89.0000000000
2687 92.0000000000
2690 95.0000000000
2853 100.0000000000
evaluations raw_y
